#Selection name: Selection 1
#Area (µm^2): 741180.83
Cell ID,Cluster,Transcripts,Area (µm^2)
gnmhghem-1,Cluster 15,12,65.86
gnnflflp-1,Cluster 15,18,47.32
gnndehpg-1,Cluster 13,30,170.24
gnmfojjo-1,Cluster 2,4,14.97
gnmdooch-1,Cluster 18,15,56.21
gnmofimm-1,Cluster 11,7,24.29
gnnhmpmo-1,Cluster 3,44,189.75
gnmfieej-1,Cluster 7,13,56.59
gnmnnhic-1,Cluster 5,11,49.03
gnmodgem-1,Cluster 7,28,115.80
gnmfdcmg-1,Cluster 2,8,21.76
gmojmade-1,Cluster 1,27,163.68
gobmgheb-1,Cluster 3,29,127.58
gmlhegoo-1,Cluster 1,69,344.68
gobmjfah-1,Cluster 1,8,55.72
gmoffjnm-1,Cluster 19,22,123.53
gobmadek-1,Cluster 1,34,230.49
gmjbinob-1,Cluster 1,15,132.28
gobllbbk-1,Cluster 1,48,272.65
gobhmnbd-1,Cluster 1,20,141.18
gobhajpa-1,Cluster 1,26,260.21
gobgcajl-1,Cluster 1,51,389.92
gobenhlf-1,Cluster 1,3,50.33
gobgmfgh-1,Cluster 1,4,58.74
gmofpgmn-1,Cluster 1,40,304.56
gmopdokg-1,Cluster 4,1,46.53
gmopedgp-1,Cluster 13,59,368.47
gmogolam-1,Cluster 1,49,307.15
gmodkgli-1,Cluster 1,45,311.34
gobghbgf-1,Cluster 1,91,529.14
gmofblhj-1,Cluster 19,25,152.36
gnnhhjpd-1,Cluster 13,49,238.66
gnoljahg-1,Cluster 1,23,106.18
gobnghna-1,Cluster 1,36,204.67
gnnkmgbc-1,Cluster 1,37,263.28
gnnkkoel-1,Cluster 1,30,193.32
gnoligjk-1,Cluster 13,53,257.20
gmoiahgn-1,Cluster 1,24,230.99
goblnlkl-1,Cluster 1,20,119.43
gnokokop-1,Cluster 1,36,377.66
gnnjlahh-1,Cluster 1,22,152.92
gnmamofc-1,Cluster 1,15,67.24
gmojlchd-1,Cluster 1,3,104.01
gnnkhmcg-1,Cluster 1,28,211.70
gmoijibc-1,Cluster 13,65,428.15
gnnlceli-1,Cluster 13,69,364.78
gnnkjmhc-1,Cluster 1,27,153.13
gmoifgol-1,Cluster 1,25,249.83
gnoklpeb-1,Cluster 1,27,136.39
gofdjafj-1,Cluster 1,45,193.18
gojkndge-1,Cluster 1,10,55.47
goephfkg-1,Cluster 1,29,109.72
gnmlkjmn-1,Cluster 15,26,92.49
gnmmnocm-1,Cluster 15,24,94.07
goeodhah-1,Cluster 9,12,41.09
gnmlnmdn-1,Cluster 15,8,74.63
goennjkk-1,Cluster 7,14,53.64
goephfdc-1,Cluster 4,6,63.25
gnmkpnja-1,Cluster 16,23,72.56
goenolgc-1,Cluster 15,47,166.18
gnmjggkb-1,Cluster 16,24,76.83
gnnkfdfg-1,Cluster 13,82,429.22
gojlebln-1,Cluster 1,16,121.81
gnmkkgom-1,Cluster 3,54,146.60
gnmnigfe-1,Cluster 7,18,106.91
gokaelao-1,Cluster 18,24,76.18
goepakbf-1,Cluster 19,18,122.74
gnngepbo-1,Cluster 13,23,105.85
gofeeean-1,Cluster 13,64,225.22
gnninkgp-1,Cluster 1,33,192.16
gokcfiko-1,Cluster 13,69,242.82
gokcbchc-1,Cluster 1,9,108.31
gojkodgm-1,Cluster 13,67,320.29
gogfhacg-1,Cluster 13,41,142.66
gogggmdl-1,Cluster 13,57,328.96
gogemgho-1,Cluster 9,8,93.22
gokbanpp-1,Cluster 3,25,155.61
gogepfef-1,Cluster 18,28,109.22
goidnbih-1,Cluster 1,46,311.85
gokcdgme-1,Cluster 1,61,185.50
goghcbkf-1,Cluster 1,45,192.27
goeccfke-1,Cluster 1,14,135.68
gojlckok-1,Cluster 13,62,284.24
goecfmfc-1,Cluster 1,27,143.17
gojlgnap-1,Cluster 13,50,259.32
goehmcec-1,Cluster 13,70,303.72
gogepnpd-1,Cluster 13,105,396.17
gohpkjkk-1,Cluster 1,8,158.77
goehakoi-1,Cluster 1,14,92.38
goggkppc-1,Cluster 1,22,92.37
goemlcoi-1,Cluster 1,34,284.82
goenmeib-1,Cluster 1,53,205.87
goeibebj-1,Cluster 1,27,274.80
goggnefg-1,Cluster 1,65,283.35
goenlhnn-1,Cluster 13,37,124.09
gofeffoc-1,Cluster 1,41,200.71
gnngkdnj-1,Cluster 13,41,211.84
gojknabk-1,Cluster 1,37,208.59
goghgbke-1,Cluster 1,28,142.73
goejnamd-1,Cluster 1,54,371.86
gnnghjjl-1,Cluster 1,35,174.47
goeplfbg-1,Cluster 1,32,217.87
gnngeack-1,Cluster 1,48,259.09
goehiaop-1,Cluster 1,43,322.04
goehaojj-1,Cluster 1,14,71.07
goeigafb-1,Cluster 1,14,95.86
goghbggj-1,Cluster 1,31,156.92
goehlmdk-1,Cluster 1,16,127.83
goeflpif-1,Cluster 6,12,64.97
gohpgnil-1,Cluster 18,16,60.32
goeeogll-1,Cluster 1,31,97.33
goegfonj-1,Cluster 19,8,56.33
goeddfpd-1,Cluster 18,15,33.07
goeangcc-1,Cluster 19,31,173.54
goegjgmo-1,Cluster 1,53,228.28
goecmbfd-1,Cluster 1,28,183.75
gohppbjd-1,Cluster 20,0,15.83
gohppkjh-1,Cluster 1,11,56.20
goehblke-1,Cluster 1,63,344.28
goeailme-1,Cluster 1,74,330.30
goeligpg-1,Cluster 1,33,200.32
goekmebg-1,Cluster 1,17,108.08
goohlcdl-1,Cluster 18,9,30.98
goeaklma-1,Cluster 1,44,274.95
goegegmj-1,Cluster 19,12,79.86
goecojpm-1,Cluster 1,20,143.16
gmmggggh-1,Cluster 1,37,153.84
gbieeolb-1,Cluster 11,8,90.13
gmeapmpd-1,Cluster 13,34,315.08
gmecaifj-1,Cluster 1,45,213.87
ghfpbkfi-1,Cluster 16,50,252.48
ghffafhh-1,Cluster 5,31,113.48
ghfdpfbi-1,Cluster 16,34,57.74
ghfnlddg-1,Cluster 14,28,166.43
ghfcdooo-1,Cluster 1,34,81.52
ghfhelmi-1,Cluster 7,67,195.50
ghfjbbap-1,Cluster 16,24,115.24
ghfpaooa-1,Cluster 16,25,94.16
ghfnpcoo-1,Cluster 16,58,154.92
ghfhnjlj-1,Cluster 16,56,209.71
ghfhlpha-1,Cluster 7,22,122.27
ghfbjjko-1,Cluster 5,25,134.34
ghflcklk-1,Cluster 7,41,182.91
ghfjlgfp-1,Cluster 9,17,73.04
ghfkpfip-1,Cluster 15,15,70.95
ghfdmbie-1,Cluster 16,22,56.07
ghjfffap-1,Cluster 18,29,127.51
ghfkidco-1,Cluster 16,56,106.34
ghfkogoh-1,Cluster 2,2,15.82
ghgakede-1,Cluster 2,12,90.89
gmfipcfe-1,Cluster 13,53,280.58
glgnbhgg-1,Cluster 13,16,146.38
glgoiojf-1,Cluster 13,77,273.69
ghhodepk-1,Cluster 7,32,136.74
glgnhcbe-1,Cluster 13,12,65.75
ghhjgcpp-1,Cluster 7,24,200.74
ghhlabkd-1,Cluster 7,12,74.64
glgnfkol-1,Cluster 13,59,299.39
ghfobodf-1,Cluster 15,21,135.09
ghhlcbfn-1,Cluster 4,11,75.95
gmfjdfbe-1,Cluster 1,60,285.86
ghhoklen-1,Cluster 11,20,199.06
glgojpkb-1,Cluster 1,20,175.71
ghfmikcb-1,Cluster 9,2,138.85
glgolpeb-1,Cluster 19,22,102.23
ghhoohng-1,Cluster 15,4,85.90
glgpdfkk-1,Cluster 1,26,123.66
glgonphp-1,Cluster 1,9,104.49
glgoojpf-1,Cluster 13,34,138.42
ghighfbp-1,Cluster 16,44,155.25
ghdjjppk-1,Cluster 7,57,178.79
gibcpjhg-1,Cluster 2,32,180.23
ghgcffoa-1,Cluster 9,23,160.18
ghdhjehk-1,Cluster 15,34,137.43
ghdinbol-1,Cluster 14,5,50.91
ghdhbdab-1,Cluster 15,41,135.46
ghgbklbo-1,Cluster 9,17,161.85
ghfnbmjd-1,Cluster 17,13,99.92
ghfmefgm-1,Cluster 7,19,96.91
ghfkppfp-1,Cluster 17,5,48.61
ghigihkl-1,Cluster 16,15,72.41
ghdedpnj-1,Cluster 19,5,58.03
ghdehbda-1,Cluster 16,24,80.78
ghdjakgo-1,Cluster 7,82,238.40
ghdgldki-1,Cluster 16,62,125.69
ghdkljdp-1,Cluster 9,19,94.42
ghdeomdm-1,Cluster 2,15,90.90
ghhnnkcc-1,Cluster 1,50,254.98
glhaabce-1,Cluster 13,45,229.35
ghhnmdoe-1,Cluster 13,39,214.17
ghhpklll-1,Cluster 1,51,231.39
ghhnloch-1,Cluster 6,18,109.11
ghgcdkkj-1,Cluster 17,22,173.26
glhbeikj-1,Cluster 13,11,65.55
glhbcdaa-1,Cluster 13,44,310.08
glhbcoig-1,Cluster 1,27,178.95
gmeejpla-1,Cluster 1,29,193.47
ghifjmpp-1,Cluster 2,4,54.05
ghgdodjl-1,Cluster 13,31,162.88
ghgdlapj-1,Cluster 13,59,239.65
glhdbaok-1,Cluster 1,17,109.27
ghgihjkl-1,Cluster 13,50,405.73
ghhnepii-1,Cluster 13,48,176.10
glhbmdad-1,Cluster 20,4,35.93
ghhpgkmh-1,Cluster 1,20,121.81
glkdgaid-1,Cluster 1,66,386.93
gmkolgcb-1,Cluster 1,16,52.22
gmfaikjg-1,Cluster 1,48,286.10
glkbcmpe-1,Cluster 1,63,326.46
glkajoao-1,Cluster 13,69,321.39
gmeplemf-1,Cluster 1,37,191.74
gljodopl-1,Cluster 1,24,63.50
gljnmdbg-1,Cluster 1,29,116.25
gljopogo-1,Cluster 13,99,398.10
gljodfii-1,Cluster 3,53,200.02
gljnmjhn-1,Cluster 13,40,154.68
gljomjfh-1,Cluster 1,54,218.47
gljpigke-1,Cluster 13,18,103.23
glhaeocg-1,Cluster 1,36,238.42
gljnhkih-1,Cluster 1,34,263.54
gljmjcdk-1,Cluster 1,11,65.82
glkbapcn-1,Cluster 13,49,253.11
gljmkdgb-1,Cluster 1,15,86.65
glkbkoon-1,Cluster 13,29,166.56
gljnlmol-1,Cluster 1,14,68.53
gmkpbgmc-1,Cluster 1,17,58.04
gmkonnib-1,Cluster 13,80,339.81
gmmfphcj-1,Cluster 1,50,298.10
gmlklmij-1,Cluster 13,33,229.38
gmmfbaok-1,Cluster 13,17,107.90
gmmekcfm-1,Cluster 1,82,367.93
gmmcfebn-1,Cluster 13,49,237.82
gmlkoknn-1,Cluster 13,21,143.86
gmljpobn-1,Cluster 1,30,136.83
gmljmaig-1,Cluster 1,21,181.61
gmmeclmg-1,Cluster 1,46,168.41
gmmdiagj-1,Cluster 1,5,55.38
gbhgnjml-1,Cluster 1,45,277.26
gmlbedbm-1,Cluster 13,64,366.14
gbhebnln-1,Cluster 1,14,148.42
gbhdnlli-1,Cluster 1,32,183.27
gbheegai-1,Cluster 1,47,240.73
gmlajfgn-1,Cluster 13,53,254.11
gmmgckjm-1,Cluster 1,10,97.71
gmmdecck-1,Cluster 13,69,319.89
gmlanjla-1,Cluster 1,12,76.37
glkfboeh-1,Cluster 1,94,276.96
gmlbgkcj-1,Cluster 18,15,120.80
glkdkpjp-1,Cluster 3,35,131.38
glkeehaf-1,Cluster 1,12,55.54
glkdemad-1,Cluster 1,54,174.97
gmebgeai-1,Cluster 1,8,65.49
gmkodifh-1,Cluster 1,60,392.77
gmlblbck-1,Cluster 1,34,164.14
gmlbnkep-1,Cluster 1,37,106.92
glhcndca-1,Cluster 13,60,450.14
gmehajob-1,Cluster 13,22,88.30
glhbkbae-1,Cluster 1,14,53.68
gmldidln-1,Cluster 1,19,71.35
gmknannd-1,Cluster 1,20,183.57
gmeflocb-1,Cluster 1,3,50.10
gmlbgmgc-1,Cluster 1,36,203.39
gmlcncdl-1,Cluster 1,17,107.63
glkfahle-1,Cluster 19,16,71.12
gmdplndc-1,Cluster 1,18,67.90
gbiidjkk-1,Cluster 4,4,24.40
gbijgmge-1,Cluster 4,13,27.29
gbigicmo-1,Cluster 4,13,39.08
gbikdkmg-1,Cluster 1,22,96.22
gbigbeff-1,Cluster 4,11,41.43
gbiflgjf-1,Cluster 20,6,50.63
gbhfbcja-1,Cluster 20,5,70.83
gmmeaoaj-1,Cluster 1,24,168.61
gbhdohhf-1,Cluster 1,18,86.14
gmlbgifk-1,Cluster 1,17,96.38
gbikidln-1,Cluster 4,19,146.02
gmkndmln-1,Cluster 4,10,82.48
gbifppch-1,Cluster 4,16,102.69
gbiilhic-1,Cluster 6,18,50.79
gbieodhj-1,Cluster 5,4,37.71
gmknboef-1,Cluster 6,15,83.88
gbigigoc-1,Cluster 6,19,72.74
gbijhpji-1,Cluster 4,10,54.10
glkgakep-1,Cluster 1,28,139.04
ghgifgdk-1,Cluster 13,58,244.46
ghghhpbk-1,Cluster 3,22,120.55
ghikbdom-1,Cluster 7,19,128.59
ghidfkgp-1,Cluster 16,33,72.83
gibhnlgf-1,Cluster 4,1,46.85
ghifhfpg-1,Cluster 2,4,44.80
ghihdbak-1,Cluster 2,6,44.51
ghihioog-1,Cluster 11,4,88.75
ghggepkf-1,Cluster 9,2,52.91
ghikdjhn-1,Cluster 15,11,54.62
ghgdcheb-1,Cluster 1,9,82.49
ghiiaepo-1,Cluster 4,0,39.32
ghideidh-1,Cluster 2,13,134.23
gibhgibn-1,Cluster 7,20,166.22
ghiibiic-1,Cluster 2,10,108.74
ghihijoa-1,Cluster 2,9,141.88
ghijonol-1,Cluster 15,66,240.01
ghgiffop-1,Cluster 3,38,112.69
ghikjapb-1,Cluster 2,25,80.90
ghiegbop-1,Cluster 2,21,145.10
ghiicopm-1,Cluster 7,2,52.79
gmelamlh-1,Cluster 1,30,153.65
gmeligjk-1,Cluster 1,39,234.48
ghgiijhp-1,Cluster 13,40,219.22
gmelfikh-1,Cluster 13,13,54.33
ghbkocfc-1,Cluster 1,62,357.18
gmeldego-1,Cluster 1,31,113.58
gmemngfk-1,Cluster 1,13,78.75
glgldjih-1,Cluster 13,27,169.85
glkfebnc-1,Cluster 1,28,152.75
gmeelhkf-1,Cluster 1,16,104.01
glgnakdg-1,Cluster 13,49,176.18
gmenogig-1,Cluster 1,48,233.75
gmenolcn-1,Cluster 18,25,117.61
ghbkpiee-1,Cluster 19,7,75.30
glkgjnke-1,Cluster 3,24,127.16
ghghknid-1,Cluster 1,16,101.31
glkeihod-1,Cluster 1,71,414.29
glgmeehf-1,Cluster 13,28,172.58
ghginedb-1,Cluster 19,15,117.78
ghgchpjj-1,Cluster 13,14,50.51
ghjbdlfn-1,Cluster 6,15,47.95
ghinoamf-1,Cluster 7,14,80.36
ghcemdom-1,Cluster 13,13,80.31
ghinmcha-1,Cluster 7,19,132.57
ghjankcp-1,Cluster 4,11,73.40
ghilgija-1,Cluster 5,30,155.33
ghjafofh-1,Cluster 4,2,50.33
ghiollkm-1,Cluster 7,18,126.61
ghghdnjg-1,Cluster 1,14,70.30
ghcgghnk-1,Cluster 7,21,116.85
ghchihpj-1,Cluster 7,19,56.10
ghjcfihd-1,Cluster 13,28,191.90
ghjacbhn-1,Cluster 23,18,133.06
ghgcgpbh-1,Cluster 1,30,144.25
ghcgjldm-1,Cluster 5,3,57.83
ghilcemn-1,Cluster 7,10,147.05
ghcfaoab-1,Cluster 1,33,102.52
ghinikej-1,Cluster 7,15,149.17
ghjbgpok-1,Cluster 2,9,41.64
ghbninoa-1,Cluster 1,28,138.75
glhfpkpo-1,Cluster 1,50,245.61
ghbmmffa-1,Cluster 13,12,60.97
ghblllkg-1,Cluster 1,4,47.37
ghbkneig-1,Cluster 1,49,160.94
glkdcipk-1,Cluster 1,19,121.03
ghblbmnk-1,Cluster 18,31,118.64
gmenbapd-1,Cluster 1,31,243.14
glhfecga-1,Cluster 18,30,150.75
glhfipkd-1,Cluster 1,39,222.94
gljklacb-1,Cluster 1,42,177.05
gljkfhgb-1,Cluster 1,2,27.01
glhfcimc-1,Cluster 13,35,211.12
ghcfgboi-1,Cluster 13,51,174.49
glhgmjjp-1,Cluster 1,32,156.52
ghcedfgo-1,Cluster 13,40,225.09
ghgcfghk-1,Cluster 1,15,55.42
ghcfocmj-1,Cluster 1,0,35.25
gbjflffd-1,Cluster 4,9,43.67
gmknagnk-1,Cluster 4,13,65.13
gljdmhnp-1,Cluster 1,56,374.69
gliocfbj-1,Cluster 1,17,33.69
glinhaih-1,Cluster 1,75,232.51
glinlodp-1,Cluster 4,10,147.39
glildjni-1,Cluster 4,3,20.75
glkgpgkp-1,Cluster 1,10,79.86
glijokep-1,Cluster 4,4,38.25
glkhkngp-1,Cluster 1,10,107.59
glikifmb-1,Cluster 4,4,71.56
glinflll-1,Cluster 19,11,51.46
glindnen-1,Cluster 6,6,46.76
glipemjk-1,Cluster 4,5,35.33
gljainho-1,Cluster 20,9,93.97
gljfplil-1,Cluster 1,17,138.94
gliodkdn-1,Cluster 6,6,40.64
glkhfedh-1,Cluster 20,12,56.77
gljacfeo-1,Cluster 4,9,51.32
gljbmabm-1,Cluster 4,1,11.99
gljadpop-1,Cluster 4,0,74.31
gbibbklh-1,Cluster 4,4,37.41
gbhldehm-1,Cluster 6,22,89.64
gbiangbg-1,Cluster 4,3,48.06
gbhobbla-1,Cluster 6,3,32.47
gliiinch-1,Cluster 4,8,22.75
gbikhkpp-1,Cluster 4,4,93.64
gbikkmof-1,Cluster 4,5,39.98
gbikkcma-1,Cluster 4,7,87.41
glilflih-1,Cluster 4,4,56.65
gbhnmhlb-1,Cluster 6,20,137.82
glimdpdb-1,Cluster 4,7,26.44
gbhlfnjj-1,Cluster 6,18,73.86
glimipoo-1,Cluster 4,1,24.32
gbhljemc-1,Cluster 4,11,68.27
gbhpihco-1,Cluster 6,34,147.12
gbibgnhg-1,Cluster 6,13,54.32
glilelhi-1,Cluster 4,8,38.99
gbhogocc-1,Cluster 4,14,85.75
glihaeai-1,Cluster 6,17,84.74
gljeoogc-1,Cluster 1,57,252.72
gljdpeoo-1,Cluster 1,18,95.19
gliibbmk-1,Cluster 20,11,46.54
gliohpki-1,Cluster 1,14,78.04
glioigod-1,Cluster 6,21,103.53
gljdimhi-1,Cluster 1,30,187.84
glkcoipi-1,Cluster 1,80,246.71
glkcdcek-1,Cluster 1,38,244.13
gliidjhi-1,Cluster 1,14,128.89
gljghbek-1,Cluster 1,28,149.65
glicbllj-1,Cluster 20,7,33.82
gljddaml-1,Cluster 1,33,253.74
gljcelfj-1,Cluster 1,30,144.04
glicahnm-1,Cluster 1,7,74.03
gljcaaof-1,Cluster 1,20,85.10
gliofdla-1,Cluster 1,10,57.28
gljbpnam-1,Cluster 1,1,51.65
glidcbek-1,Cluster 23,14,134.17
glkbmeoa-1,Cluster 1,69,376.18
gbhjdemk-1,Cluster 4,15,70.64
gbhikkbl-1,Cluster 4,9,40.33
gbhibfjj-1,Cluster 4,4,16.68
gbhiafcb-1,Cluster 4,3,30.98
gbhijfaf-1,Cluster 4,5,17.90
gbhhpheb-1,Cluster 4,16,82.12
gbjghacm-1,Cluster 4,8,45.60
gbhigioo-1,Cluster 4,7,48.43
gbhopmoa-1,Cluster 6,13,101.81
gliicopo-1,Cluster 4,20,145.81
gbhigeoi-1,Cluster 20,4,48.04
gbhimlbn-1,Cluster 20,8,76.78
gbhphnho-1,Cluster 1,7,73.33
gbhkbegn-1,Cluster 1,17,213.03
gbhjkjoi-1,Cluster 4,4,37.61
gbhjcbnc-1,Cluster 20,14,102.62
gbhjhoph-1,Cluster 4,8,44.31
gliibppc-1,Cluster 18,7,57.37
gnaejpck-1,Cluster 1,13,163.15
gmnhlnlc-1,Cluster 1,29,193.83
gnadfdcp-1,Cluster 1,29,176.28
gmolbpcf-1,Cluster 1,9,18.50
gmoobaae-1,Cluster 1,20,192.89
gmmgjhcm-1,Cluster 1,10,139.83
gmocpnlj-1,Cluster 1,31,228.86
gmpabokn-1,Cluster 1,36,216.86
gmodcghn-1,Cluster 1,41,202.77
gmocdkdj-1,Cluster 1,51,209.97
gmpachkj-1,Cluster 1,35,227.98
gobeocof-1,Cluster 1,45,299.61
gmodgjnj-1,Cluster 1,66,368.50
gmopflkc-1,Cluster 1,34,213.56
gnaccjmj-1,Cluster 20,6,33.42
gmocdghn-1,Cluster 1,9,98.07
gnabakin-1,Cluster 1,9,72.60
gbhdabjk-1,Cluster 1,28,138.74
gnabalcm-1,Cluster 4,3,12.11
gnabofmd-1,Cluster 1,14,115.30
gnabnbln-1,Cluster 1,7,48.09
gmooggjj-1,Cluster 1,60,295.21
gmmffmlm-1,Cluster 1,38,195.93
gmmolnll-1,Cluster 1,35,172.80
gmohjenp-1,Cluster 1,47,338.22
gmmpnoib-1,Cluster 19,13,80.82
gnmcicbi-1,Cluster 1,26,85.75
gnmbdllp-1,Cluster 1,22,131.94
gmmopofm-1,Cluster 19,5,39.25
gnmclfao-1,Cluster 1,58,193.35
gmolkmpk-1,Cluster 1,50,187.53
gnmcgnjo-1,Cluster 1,13,166.19
gmojmige-1,Cluster 1,16,42.37
gmmodekm-1,Cluster 19,11,54.87
gmmokjgo-1,Cluster 1,30,227.75
gnacnjhi-1,Cluster 1,43,226.94
gmngmolp-1,Cluster 1,32,163.05
gmmocdln-1,Cluster 1,33,180.85
gmollnhf-1,Cluster 1,61,267.79
gmmnladb-1,Cluster 19,22,130.58
gmoipama-1,Cluster 1,31,179.50
gmolmdfd-1,Cluster 1,13,64.51
gnaegpcc-1,Cluster 1,11,94.75
gnaadkoa-1,Cluster 1,29,263.93
gbhckico-1,Cluster 1,63,163.35
gmpjojjl-1,Cluster 1,26,205.90
gmoamobl-1,Cluster 1,17,95.60
gbhdjcfo-1,Cluster 1,30,100.00
gmopadla-1,Cluster 1,28,169.14
gmppfkoa-1,Cluster 1,13,77.42
gmonbomo-1,Cluster 1,42,299.45
gbhcobbe-1,Cluster 19,10,36.70
gmonnjfb-1,Cluster 1,28,239.77
gmpjpcfo-1,Cluster 1,7,33.81
gmpkbjnk-1,Cluster 1,3,39.00
gmnodhbg-1,Cluster 20,26,144.90
gbhcjhll-1,Cluster 1,18,79.96
gmpkiobc-1,Cluster 13,54,248.90
gmpkebgl-1,Cluster 1,6,61.74
gbhhlibo-1,Cluster 1,12,90.99
gbhckigj-1,Cluster 1,17,59.87
gmobcjng-1,Cluster 1,32,180.16
gmndjgpm-1,Cluster 1,6,90.46
gmncmihc-1,Cluster 1,26,155.92
gnafaafj-1,Cluster 1,18,139.11
gmncmigo-1,Cluster 1,17,129.92
gmnddocj-1,Cluster 1,46,246.73
gnacdlad-1,Cluster 1,27,164.35
gnabojkn-1,Cluster 20,26,79.33
gmndgnii-1,Cluster 4,12,75.00
gnacjbdl-1,Cluster 1,48,249.84
gmmnoelm-1,Cluster 13,32,177.45
gmnbpkof-1,Cluster 1,12,106.16
gmnbnddc-1,Cluster 1,19,70.07
gmnejlfd-1,Cluster 1,28,154.49
gnaememn-1,Cluster 1,5,152.40
gnadfejg-1,Cluster 11,7,60.99
gnagffha-1,Cluster 1,14,99.46
gmnedaje-1,Cluster 1,21,110.07
gmnediho-1,Cluster 1,18,109.91
gogmfoni-1,Cluster 1,7,68.38
goejjpel-1,Cluster 1,44,232.15
gogmmhei-1,Cluster 19,23,185.27
gnmafkam-1,Cluster 1,21,193.83
gnmcmaok-1,Cluster 1,65,377.65
gogeflie-1,Cluster 1,14,83.41
gogeibod-1,Cluster 1,37,195.45
goepihpf-1,Cluster 1,64,336.63
gnmdfopo-1,Cluster 1,24,156.90
gnmddndh-1,Cluster 1,18,92.06
gofaacfj-1,Cluster 1,33,257.45
gnmbmkec-1,Cluster 13,28,124.80
gmnjnfah-1,Cluster 1,11,35.60
gofbgcjc-1,Cluster 1,51,287.28
gmnjpjkj-1,Cluster 1,14,69.60
gogeihmi-1,Cluster 1,12,129.44
gofbkfho-1,Cluster 1,25,115.48
gmnhdlmo-1,Cluster 1,17,94.07
gogeiejo-1,Cluster 1,82,397.88
gmnjmnfa-1,Cluster 1,9,20.09
gmnjigjn-1,Cluster 1,18,100.11
gphcjmbk-1,Cluster 20,49,138.43
goeklpph-1,Cluster 1,27,190.43
goeigggi-1,Cluster 1,19,211.39
goejijfi-1,Cluster 1,34,173.69
goemfjbm-1,Cluster 1,21,103.16
goejdjpd-1,Cluster 1,23,133.98
goejdbnf-1,Cluster 1,37,189.18
goellohi-1,Cluster 1,23,126.00
goelgpfg-1,Cluster 1,30,103.44
goekgijo-1,Cluster 1,58,280.59
goeaaoib-1,Cluster 1,29,145.11
godoledk-1,Cluster 1,25,217.85
godphcch-1,Cluster 1,9,151.59
gphgajea-1,Cluster 19,11,126.58
godphdmg-1,Cluster 1,2,31.63
godnldka-1,Cluster 1,21,162.45
godpedfa-1,Cluster 1,34,204.24
goeadfpp-1,Cluster 1,20,149.67
gofamaoc-1,Cluster 1,36,126.53
gmnjcaig-1,Cluster 1,21,132.23
gmnfnoim-1,Cluster 1,15,156.96
gohageff-1,Cluster 1,31,125.67
gmnjfelh-1,Cluster 1,14,114.37
gmnjddpg-1,Cluster 1,19,143.42
gohaofjp-1,Cluster 1,13,54.09
gogpkmff-1,Cluster 1,0,8.18
gognijbi-1,Cluster 1,4,40.29
gmnjhhbj-1,Cluster 1,33,220.49
gmnhnfhn-1,Cluster 1,11,54.45
gmngkplg-1,Cluster 1,41,195.69
gmneomid-1,Cluster 1,26,153.36
gmnngbio-1,Cluster 1,18,112.64
gmnddpje-1,Cluster 1,17,124.49
gmndinlo-1,Cluster 1,5,21.81
gmnmccph-1,Cluster 1,12,90.50
gmnodfjc-1,Cluster 1,46,304.69
gognkmai-1,Cluster 1,28,160.54
gmnkdngn-1,Cluster 19,15,122.28
gocfnobe-1,Cluster 1,8,93.60
gohdpmom-1,Cluster 1,16,112.23
goheabgj-1,Cluster 1,10,41.56
gogddjmg-1,Cluster 1,56,310.08
gognmnke-1,Cluster 1,13,79.15
gocgpmdi-1,Cluster 1,15,184.38
gohdikgp-1,Cluster 19,16,85.98
godnjkoc-1,Cluster 1,40,221.43
gofdhpll-1,Cluster 1,35,185.10
godohbdj-1,Cluster 1,53,214.45
gochlemb-1,Cluster 1,6,110.24
gogmaljg-1,Cluster 1,27,165.92
gocggeig-1,Cluster 1,35,138.75
goceflel-1,Cluster 1,60,338.21
gogllfgi-1,Cluster 1,27,151.14
gocekgdi-1,Cluster 1,24,89.65
gocfpmnn-1,Cluster 1,20,145.76
gochhofb-1,Cluster 1,28,203.08
gnakdmkd-1,Cluster 19,5,43.44
gmphkfhf-1,Cluster 4,3,54.44
gmpngacn-1,Cluster 4,11,89.58
gmploaph-1,Cluster 4,6,28.23
gmplgkop-1,Cluster 4,11,91.24
gmplamck-1,Cluster 4,4,58.22
gmpknbnm-1,Cluster 5,9,63.25
gbilgjof-1,Cluster 4,27,172.36
gmobgehm-1,Cluster 1,16,106.90
gmplggja-1,Cluster 4,6,20.28
gmobocak-1,Cluster 20,0,28.67
gbiflodc-1,Cluster 6,20,171.57
gbieolii-1,Cluster 18,11,100.19
gmpjahbo-1,Cluster 4,10,65.81
gbiakbcj-1,Cluster 4,6,83.78
gmpicjla-1,Cluster 4,9,61.24
gmphppci-1,Cluster 4,12,57.52
gbikofei-1,Cluster 4,8,83.82
gmpnbpgh-1,Cluster 4,3,9.81
gbilhekc-1,Cluster 4,5,61.13
gmpmigba-1,Cluster 4,9,42.05
gmpllofm-1,Cluster 4,5,22.22
gmpjdajj-1,Cluster 6,34,157.19
gnajgbmj-1,Cluster 20,2,33.80
gmpjkann-1,Cluster 19,7,58.34
gnajcnji-1,Cluster 1,12,113.51
gmpngfpg-1,Cluster 13,10,116.63
gmpjjenk-1,Cluster 19,20,87.86
gmnonnkg-1,Cluster 1,13,86.14
gmnpahhn-1,Cluster 4,4,40.80
gnaaojoo-1,Cluster 1,10,127.09
gmpkooii-1,Cluster 1,14,86.41
